Date,Close,Daily_Return,True_Regime
2020-07-27,117.64,0.01006,0
2020-07-28,118.67,0.00874,0
2020-07-29,118.81,0.00115,0
2020-07-30,120.59,0.01489,0
2020-07-31,120.54,-0.00041,0
2020-08-03,120.68,0.00117,0
2020-08-04,119.41,-0.01058,0
2020-08-05,120.43,0.00848,0
2020-08-06,121.02,0.00492,0
2020-08-07,121.17,0.00123,0
2020-08-10,119.55,-0.01347,1
2020-08-11,119.93,0.00318,1
2020-08-12,117.94,-0.01673,1
2020-08-13,116.73,-0.01033,1
2020-08-14,117.54,0.00689,1
2020-08-17,118.97,0.01215,1
2020-08-18,120.34,0.01144,1
2020-08-19,118.1,-0.01884,1
2020-08-20,115.6,-0.02135,2
2020-08-21,113.93,-0.01455,2
2020-08-24,116.09,0.01873,2
2020-08-25,115.49,-0.00517,2
2020-08-26,115.51,0.00025,2
2020-08-27,116.82,0.01127,2
2020-08-28,116.5,-0.00277,2
2020-08-31,117.19,0.00592,0
2020-09-01,117.1,-0.00083,0
2020-09-02,116.76,-0.00288,0
2020-09-03,118.2,0.01227,0
2020-09-04,119.05,0.00719,0
2020-09-07,120.01,0.00803,0
2020-09-08,119.25,-0.00638,0
2020-09-09,118.85,-0.00339,0
2020-09-10,118.94,0.00075,0
2020-09-11,118.81,-0.00105,0
2020-09-14,119.48,0.00562,0
2020-09-15,120.02,0.00448,0
2020-09-16,121.1,0.00895,0
2020-09-17,120.88,-0.0018,0
2020-09-18,121.12,0.00202,0
2020-09-21,122.06,0.00773,0
2020-09-22,121.81,-0.00206,0
2020-09-23,120.86,-0.00787,2
2020-09-24,122.86,0.01642,2
2020-09-25,119.9,-0.02434,2
2020-09-28,122.19,0.01894,2
2020-09-29,121.76,-0.00353,2
2020-09-30,121.77,5e-05,2
2020-10-01,125.32,0.02871,1
2020-10-02,127.43,0.0167,1
2020-10-05,125.25,-0.01725,2
2020-10-06,124.0,-0.01003,2
2020-10-07,124.11,0.00094,2
2020-10-08,125.6,0.0119,2
2020-10-09,126.33,0.00578,2
2020-10-12,126.42,0.00075,2
2020-10-13,125.78,-0.00508,2
2020-10-14,128.63,0.02242,2
2020-10-15,128.48,-0.00123,2
2020-10-16,130.0,0.01182,2
2020-10-19,129.77,-0.00179,2
2020-10-20,127.69,-0.01616,2
2020-10-21,124.8,-0.02285,2
2020-10-22,125.36,0.00445,2
2020-10-23,126.5,0.009,2
2020-10-26,128.77,0.01782,2
2020-10-27,128.67,-0.00078,2
2020-10-28,128.25,-0.00329,2
2020-10-29,128.71,0.00365,2
2020-10-30,127.04,-0.01307,2
2020-11-02,127.48,0.00341,2
2020-11-03,127.92,0.00344,2
2020-11-04,127.76,-0.0012,2
2020-11-05,127.69,-0.00057,2
2020-11-06,130.05,0.01829,2
2020-11-09,130.55,0.00385,2
2020-11-10,130.07,-0.00366,2
2020-11-11,127.61,-0.01909,2
2020-11-12,125.55,-0.01632,2
2020-11-13,126.37,0.00653,2
2020-11-16,125.13,-0.00983,2
2020-11-17,124.69,-0.00355,2
2020-11-18,124.87,0.00148,2
2020-11-19,127.23,0.01872,2
2020-11-20,128.82,0.01242,2
2020-11-23,129.09,0.00209,2
2020-11-24,131.43,0.01797,2
2020-11-25,132.84,0.01063,2
2020-11-26,130.12,-0.02067,2
2020-11-27,132.41,0.01743,2
2020-11-30,132.74,0.0025,2
2020-12-01,129.34,-0.02595,2
2020-12-02,130.89,0.01188,2
2020-12-03,131.42,0.00407,2
2020-12-04,131.41,-8e-05,2
2020-12-07,132.69,0.00966,2
2020-12-08,132.69,3e-05,2
2020-12-09,133.35,0.00494,2
2020-12-10,133.16,-0.00137,2
2020-12-11,133.06,-0.0008,2
2020-12-14,131.32,-0.01312,2
2020-12-15,132.11,0.00595,2
2020-12-16,135.42,0.02476,2
2020-12-17,134.91,-0.00373,2
2020-12-18,133.61,-0.00969,2
2020-12-21,132.73,-0.00661,2
2020-12-22,130.48,-0.01711,2
2020-12-23,130.19,-0.0022,2
2020-12-24,130.05,-0.00112,2
2020-12-25,130.13,0.00061,2
2020-12-28,131.48,0.01032,2
2020-12-29,130.51,-0.00734,2
2020-12-30,129.67,-0.00647,2
2020-12-31,127.79,-0.01464,2
2021-01-01,126.84,-0.00742,2
2021-01-04,123.56,-0.02621,2
2021-01-05,125.89,0.01863,1
2021-01-06,122.72,-0.02551,1
2021-01-07,119.67,-0.02513,1
2021-01-08,119.68,0.00011,1
2021-01-11,117.17,-0.02125,1
2021-01-12,114.44,-0.02351,1
2021-01-13,113.81,-0.00557,0
2021-01-14,113.45,-0.00313,0
2021-01-15,113.69,0.00211,0
2021-01-18,114.41,0.00626,0
2021-01-19,113.9,-0.00444,0
2021-01-20,113.99,0.00078,0
2021-01-21,113.78,-0.00184,0
2021-01-22,114.96,0.01029,0
2021-01-25,116.02,0.00917,0
2021-01-26,115.2,-0.00706,0
2021-01-27,115.31,0.00097,0
2021-01-28,115.49,0.00156,0
2021-01-29,115.27,-0.00195,0
2021-02-01,114.93,-0.00296,0
2021-02-02,114.45,-0.00417,0
2021-02-03,114.17,-0.00247,0
2021-02-04,112.55,-0.01422,0
2021-02-05,113.49,0.00832,2
2021-02-08,114.04,0.00478,2
2021-02-09,113.93,-0.00092,2
2021-02-10,112.96,-0.00859,2
2021-02-11,112.25,-0.00629,2
2021-02-12,115.05,0.02462,2
2021-02-15,117.32,0.01954,2
2021-02-16,116.54,-0.00667,2
2021-02-17,115.16,-0.01192,2
2021-02-18,114.54,-0.0054,2
2021-02-19,114.13,-0.00358,2
2021-02-22,112.59,-0.01357,2
2021-02-23,112.96,0.00331,2
2021-02-24,112.77,-0.00168,2
2021-02-25,112.23,-0.00479,2
2021-02-26,111.44,-0.00712,2
2021-03-01,112.47,0.00922,2
2021-03-02,111.51,-0.00858,2
2021-03-03,114.82,0.02931,2
2021-03-04,115.07,0.00214,2
2021-03-05,115.21,0.00117,2
2021-03-08,115.89,0.00596,2
2021-03-09,118.12,0.01906,2
2021-03-10,117.3,-0.00703,2
2021-03-11,118.14,0.00716,2
2021-03-12,118.92,0.00662,2
2021-03-15,120.42,0.01252,2
2021-03-16,120.04,-0.00314,2
2021-03-17,121.43,0.01147,2
2021-03-18,120.46,-0.00802,2
2021-03-19,117.29,-0.02666,2
2021-03-22,115.1,-0.01886,2
2021-03-23,115.13,0.00029,2
2021-03-24,116.38,0.01081,2
2021-03-25,116.53,0.00125,2
2021-03-26,116.77,0.00208,2
2021-03-29,117.58,0.00693,2
2021-03-30,118.32,0.00621,2
2021-03-31,120.11,0.01507,2
2021-04-01,119.42,-0.00575,2
2021-04-02,120.02,0.00495,2
2021-04-05,122.22,0.01822,2
2021-04-06,122.83,0.00492,2
2021-04-07,124.75,0.01554,2
2021-04-08,124.1,-0.00524,2
2021-04-09,125.55,0.01167,2
2021-04-12,127.04,0.01178,2
2021-04-13,124.59,-0.01949,2
2021-04-14,125.02,0.00347,2
2021-04-15,125.29,0.00215,2
2021-04-16,126.57,0.01013,2
2021-04-19,126.86,0.00227,2
2021-04-20,130.96,0.03182,2
2021-04-21,132.47,0.01149,0
2021-04-22,133.05,0.00434,0
2021-04-23,133.35,0.0023,0
2021-04-26,132.55,-0.00604,0
2021-04-27,132.8,0.0019,0
2021-04-28,132.99,0.0014,0
2021-04-29,135.14,0.01603,0
2021-04-30,135.67,0.00394,0
2021-05-03,136.66,0.00723,0
2021-05-04,136.29,-0.0027,0
2021-05-05,137.1,0.00591,0
2021-05-06,135.31,-0.01312,0
2021-05-07,136.45,0.00842,0
2021-05-10,135.89,-0.00411,0
2021-05-11,135.09,-0.00595,0
2021-05-12,135.07,-9e-05,0
2021-05-13,135.84,0.00563,0
2021-05-14,135.82,-0.00014,0
2021-05-17,135.1,-0.0053,0
2021-05-18,136.54,0.0106,1
2021-05-19,133.7,-0.02098,1
2021-05-20,133.45,-0.00187,2
2021-05-21,132.39,-0.00803,2
2021-05-24,132.64,0.00189,2
2021-05-25,132.47,-0.00128,2
2021-05-26,132.73,0.00196,2
2021-05-27,140.92,0.05988,1
2021-05-28,136.98,-0.02837,1
2021-05-31,141.36,0.03153,1
2021-06-01,132.38,-0.06562,1
2021-06-02,128.46,-0.03006,1
2021-06-03,128.86,0.00309,1
2021-06-04,128.17,-0.0054,1
2021-06-07,129.57,0.01087,1
2021-06-08,128.22,-0.01049,1
2021-06-09,127.77,-0.00347,1
2021-06-10,127.27,-0.00394,1
2021-06-11,127.13,-0.00108,1
2021-06-14,127.2,0.00057,1
2021-06-15,126.58,-0.00493,1
2021-06-16,125.29,-0.01022,1
2021-06-17,124.38,-0.0073,1
2021-06-18,124.86,0.00383,1
2021-06-21,125.39,0.00427,1
2021-06-22,123.21,-0.01757,1
2021-06-23,120.25,-0.0243,1
2021-06-24,119.15,-0.00922,0
2021-06-25,120.51,0.01139,0
2021-06-28,119.71,-0.00665,0
2021-06-29,119.22,-0.0041,0
2021-06-30,119.86,0.00534,0
2021-07-01,118.95,-0.00768,0
2021-07-02,117.79,-0.00972,0
2021-07-05,117.5,-0.00247,0
2021-07-06,118.29,0.00663,0
2021-07-07,118.36,0.00061,0
2021-07-08,119.99,0.01373,0
2021-07-09,120.58,0.00483,0
2021-07-12,119.74,-0.00693,0
2021-07-13,119.91,0.0014,0
2021-07-14,118.84,-0.00898,0
2021-07-15,119.33,0.00411,0
2021-07-16,119.09,-0.00201,0
2021-07-19,119.56,0.00396,0
2021-07-20,120.83,0.01052,0
2021-07-21,122.07,0.01022,0
2021-07-22,122.05,-0.00015,0
2021-07-23,122.74,0.00564,0
2021-07-26,122.58,-0.00129,0
2021-07-27,122.83,0.00199,0
2021-07-28,121.81,-0.00834,0
2021-07-29,121.32,-0.00399,0
2021-07-30,121.84,0.00424,0
2021-08-02,120.66,-0.00972,0
2021-08-03,120.82,0.00137,0
2021-08-04,121.05,0.00187,0
2021-08-05,121.59,0.00445,0
2021-08-06,120.58,-0.00832,0
2021-08-09,119.46,-0.00934,0
2021-08-10,120.27,0.00672,0
2021-08-11,120.49,0.00188,0
2021-08-12,120.35,-0.00121,0
2021-08-13,119.32,-0.00855,0
2021-08-16,119.13,-0.0016,0
2021-08-17,118.45,-0.00573,0
2021-08-18,119.21,0.00638,0
2021-08-19,118.37,-0.00712,0
2021-08-20,118.3,-0.00056,0
2021-08-23,118.98,0.0057,0
2021-08-24,119.51,0.00451,0
2021-08-25,119.28,-0.00192,0
2021-08-26,119.83,0.0046,0
2021-08-27,120.52,0.00571,0
2021-08-30,120.71,0.0016,0
2021-08-31,121.13,0.00348,0
2021-09-01,120.3,-0.00692,1
2021-09-02,123.38,0.0253,1
2021-09-03,122.92,-0.00373,1
2021-09-06,118.63,-0.03552,1
2021-09-07,119.85,0.01022,1
2021-09-08,116.68,-0.02682,1
2021-09-09,120.1,0.02887,1
2021-09-10,121.07,0.0081,1
2021-09-13,115.39,-0.04811,1
2021-09-14,117.6,0.01903,1
2021-09-15,118.19,0.00499,1
2021-09-16,120.02,0.01532,1
2021-09-17,119.94,-0.00067,1
2021-09-20,121.72,0.01478,2
2021-09-21,120.74,-0.0081,2
2021-09-22,122.09,0.01114,2
2021-09-23,122.57,0.00387,2
2021-09-24,120.13,-0.02008,2
2021-09-27,117.63,-0.021,2
2021-09-28,117.22,-0.0035,2
2021-09-29,116.11,-0.00956,2
2021-09-30,113.45,-0.0231,2
2021-10-01,111.83,-0.01439,2
2021-10-04,111.62,-0.00189,2
2021-10-05,110.53,-0.00981,2
2021-10-06,113.65,0.02782,2
2021-10-07,112.76,-0.00787,2
2021-10-08,114.36,0.01411,2
2021-10-11,116.62,0.01955,2
2021-10-12,115.91,-0.00611,2
2021-10-13,115.09,-0.00709,2
2021-10-14,114.42,-0.00585,2
2021-10-15,114.2,-0.00192,2
2021-10-18,113.7,-0.00438,2
2021-10-19,112.12,-0.01398,2
2021-10-20,112.6,0.00422,2
2021-10-21,112.1,-0.00442,2
2021-10-22,115.33,0.02839,2
2021-10-25,116.65,0.01135,2
2021-10-26,116.15,-0.00425,2
2021-10-27,116.98,0.00711,2
2021-10-28,117.76,0.00662,2
2021-10-29,119.31,0.0131,2
2021-11-01,116.84,-0.02088,2
2021-11-02,115.11,-0.01499,2
2021-11-03,113.96,-0.00999,2
2021-11-04,113.96,0.0,2
2021-11-05,109.31,-0.04167,2
2021-11-08,108.19,-0.01034,2
2021-11-09,109.93,0.01599,2
2021-11-10,108.46,-0.01348,2
2021-11-11,108.78,0.00298,2
2021-11-12,109.19,0.00377,2
2021-11-15,109.73,0.00497,2
2021-11-16,110.69,0.00868,2
2021-11-17,112.05,0.0122,2
2021-11-18,114.14,0.01848,2
2021-11-19,113.65,-0.00434,2
2021-11-22,112.53,-0.0099,2
2021-11-23,113.1,0.00512,2
2021-11-24,113.66,0.0049,2
2021-11-25,114.31,0.00571,0
2021-11-26,112.3,-0.01777,2
2021-11-29,113.33,0.00914,2
2021-11-30,111.52,-0.0161,2
2021-12-01,111.89,0.0033,2
2021-12-02,111.36,-0.00472,2
2021-12-03,113.0,0.01461,2
2021-12-06,111.07,-0.0172,2
2021-12-07,111.32,0.00221,2
2021-12-08,111.87,0.005,2
2021-12-09,111.4,-0.00426,2
2021-12-10,111.64,0.0022,2
2021-12-13,111.01,-0.00566,2
2021-12-14,111.2,0.00163,2
2021-12-15,111.7,0.00451,2
2021-12-16,111.43,-0.00235,0
2021-12-17,111.44,1e-05,0
2021-12-20,110.17,-0.01141,0
2021-12-21,109.14,-0.00941,0
2021-12-22,108.62,-0.00478,2
2021-12-23,107.04,-0.01466,2
2021-12-24,106.82,-0.00203,2
2021-12-27,108.28,0.01356,2
2021-12-28,110.01,0.01583,2
2021-12-29,109.73,-0.00257,2
2021-12-30,108.24,-0.01366,2
2021-12-31,106.66,-0.01463,2
2022-01-03,108.82,0.02002,2
2022-01-04,110.01,0.01087,2
2022-01-05,109.75,-0.00238,2
2022-01-06,109.86,0.00099,2
2022-01-07,109.57,-0.00265,2
2022-01-10,110.25,0.00617,2
2022-01-11,110.22,-0.00025,2
2022-01-12,111.17,0.00859,2
2022-01-13,112.15,0.00877,2
2022-01-14,110.9,-0.01123,2
2022-01-17,111.56,0.00596,1
2022-01-18,114.75,0.02818,1
2022-01-19,115.9,0.00999,1
2022-01-20,116.74,0.0072,1
2022-01-21,114.43,-0.01998,1
2022-01-24,112.21,-0.01958,1
2022-01-25,111.97,-0.00214,1
2022-01-26,110.08,-0.01703,1
2022-01-27,112.54,0.0221,1
2022-01-28,112.51,-0.00024,0
2022-01-31,112.14,-0.00333,0
2022-02-01,112.92,0.00694,0
2022-02-02,112.27,-0.00576,0
2022-02-03,112.34,0.00065,0
2022-02-04,112.05,-0.00263,0
2022-02-07,113.77,0.01521,0
2022-02-08,113.84,0.00066,0
2022-02-09,113.34,-0.00446,0
2022-02-10,113.45,0.00103,0
2022-02-11,113.42,-0.00027,0
2022-02-14,113.01,-0.00359,0
2022-02-15,113.78,0.00673,0
2022-02-16,114.3,0.00454,0
2022-02-17,114.58,0.00245,0
2022-02-18,114.12,-0.00399,0
2022-02-21,115.46,0.01167,0
2022-02-22,115.8,0.00295,0
2022-02-23,115.49,-0.00268,0
2022-02-24,116.34,0.00733,0
2022-02-25,116.51,0.00149,0
2022-02-28,117.27,0.0065,0
2022-03-01,117.65,0.00321,0
2022-03-02,119.3,0.0139,0
2022-03-03,118.66,-0.00539,0
2022-03-04,118.37,-0.00238,0
2022-03-07,120.6,0.01859,0
2022-03-08,120.62,0.00022,0
2022-03-09,119.9,-0.00597,0
2022-03-10,120.41,0.00419,0
2022-03-11,121.3,0.00735,0
2022-03-14,121.31,0.00014,0
2022-03-15,120.06,-0.01039,0
2022-03-16,119.51,-0.00461,0
2022-03-17,117.3,-0.01864,2
2022-03-18,120.16,0.02412,2
2022-03-21,117.84,-0.0195,2
2022-03-22,117.05,-0.00677,2
2022-03-23,117.81,0.00649,2
2022-03-24,116.06,-0.01495,2
2022-03-25,116.63,0.00492,2
2022-03-28,115.69,-0.00813,2
2022-03-29,116.15,0.00399,2
2022-03-30,115.76,-0.0034,2
2022-03-31,115.55,-0.00178,2
2022-04-01,117.05,0.01285,2
2022-04-04,115.45,-0.01377,2
2022-04-05,115.9,0.00393,2
2022-04-06,117.04,0.00979,2
2022-04-07,115.32,-0.01485,2
2022-04-08,113.19,-0.01857,2
2022-04-11,112.84,-0.00317,2
2022-04-12,110.05,-0.02504,2
2022-04-13,110.39,0.00315,2
2022-04-14,111.27,0.00789,2
2022-04-15,109.43,-0.0166,2
2022-04-18,110.56,0.01026,2
2022-04-19,112.21,0.01477,2
2022-04-20,112.71,0.00445,2
2022-04-21,114.49,0.01568,2
2022-04-22,114.05,-0.00382,2
2022-04-25,112.35,-0.01502,1
2022-04-26,111.8,-0.00494,1
2022-04-27,108.86,-0.02664,1
2022-04-28,107.14,-0.01593,1
2022-04-29,106.97,-0.00158,1
2022-05-02,107.16,0.00177,2
2022-05-03,107.76,0.00553,2
2022-05-04,105.08,-0.02511,2
2022-05-05,108.87,0.03535,2
2022-05-06,107.66,-0.01116,2
2022-05-09,108.5,0.00783,2
2022-05-10,108.88,0.00342,2
2022-05-11,108.04,-0.00771,2
2022-05-12,108.76,0.00667,2
2022-05-13,107.58,-0.01091,2
2022-05-16,107.55,-0.00027,2
2022-05-17,110.18,0.02414,2
2022-05-18,109.6,-0.00529,2
2022-05-19,109.7,0.00091,2
2022-05-20,108.3,-0.01282,2
2022-05-23,109.19,0.00812,2
2022-05-24,108.19,-0.00916,2
2022-05-25,108.59,0.00366,2
2022-05-26,109.92,0.01216,2
2022-05-27,109.59,-0.00293,2
2022-05-30,110.35,0.00687,2
2022-05-31,110.83,0.00437,2
2022-06-01,112.24,0.01266,2
2022-06-02,113.03,0.00694,2
2022-06-03,114.8,0.01558,2
2022-06-06,114.45,-0.00304,2
2022-06-07,112.72,-0.01524,2
2022-06-08,110.53,-0.01962,2
2022-06-09,108.5,-0.01853,2
2022-06-10,108.12,-0.00354,2
2022-06-13,108.35,0.00214,2
2022-06-14,107.45,-0.0083,2
2022-06-15,104.6,-0.02689,2
2022-06-16,103.76,-0.0081,2
2022-06-17,103.21,-0.00535,2
2022-06-20,103.19,-0.00014,2
2022-06-21,105.01,0.01744,2
2022-06-22,102.74,-0.02179,2
2022-06-23,103.6,0.00826,2
2022-06-24,104.32,0.00701,2
2022-06-27,104.02,-0.00293,2
2022-06-28,104.52,0.00481,2
2022-06-29,104.29,-0.00217,2
2022-06-30,105.0,0.00674,2
2022-07-01,103.92,-0.01035,2
2022-07-04,102.71,-0.01171,2
2022-07-05,100.39,-0.02285,2
2022-07-06,100.88,0.00486,2
2022-07-07,100.16,-0.00714,2
2022-07-08,98.28,-0.01894,2
2022-07-11,97.15,-0.01153,2
2022-07-12,97.81,0.00671,2
2022-07-13,98.01,0.00203,2
2022-07-14,96.92,-0.01115,2
2022-07-15,98.57,0.01687,2
2022-07-18,98.49,-0.0008,2
2022-07-19,99.43,0.00953,1
2022-07-20,99.59,0.00154,1
2022-07-21,98.73,-0.00861,1
2022-07-22,99.51,0.00783,1
2022-07-25,102.11,0.02579,1
2022-07-26,101.19,-0.00902,1
2022-07-27,102.84,0.01613,1
2022-07-28,100.94,-0.01862,1
2022-07-29,105.25,0.04187,1
2022-08-01,103.0,-0.02168,1
2022-08-02,108.45,0.05154,1
2022-08-03,105.08,-0.03151,1
2022-08-04,104.01,-0.0103,1
2022-08-05,104.95,0.00908,1
2022-08-08,105.81,0.00815,0
2022-08-09,106.93,0.01054,0
2022-08-10,107.96,0.00956,0
2022-08-11,106.96,-0.00931,0
2022-08-12,107.51,0.00507,2
2022-08-15,106.52,-0.00917,2
2022-08-16,107.79,0.01182,2
2022-08-17,109.24,0.01335,2
2022-08-18,109.65,0.00373,2
2022-08-19,108.96,-0.00631,2
2022-08-22,107.54,-0.01311,2
2022-08-23,106.64,-0.00844,2
2022-08-24,105.68,-0.00901,2
2022-08-25,105.73,0.0005,2
2022-08-26,107.06,0.01247,2
2022-08-29,107.21,0.0014,2
2022-08-30,105.72,-0.01397,2
2022-08-31,104.18,-0.0147,2
2022-09-01,105.06,0.00844,2
2022-09-02,107.56,0.02346,2
2022-09-05,107.69,0.00126,2
2022-09-06,106.83,-0.00807,2
2022-09-07,105.57,-0.01179,2
2022-09-08,106.38,0.00765,2
2022-09-09,108.44,0.0191,2
2022-09-12,108.05,-0.00358,2
2022-09-13,107.37,-0.00631,2
2022-09-14,105.58,-0.01679,2
2022-09-15,105.68,0.00098,2
2022-09-16,106.69,0.00946,2
2022-09-19,105.75,-0.00889,2
2022-09-20,106.04,0.0028,2
2022-09-21,106.7,0.00614,2
2022-09-22,107.45,0.00709,2
2022-09-23,104.54,-0.02749,1
2022-09-26,102.15,-0.02315,1
2022-09-27,102.18,0.00029,1
2022-09-28,103.74,0.01519,1
2022-09-29,109.05,0.04994,1
2022-09-30,105.94,-0.02895,1
2022-10-03,106.39,0.00423,1
2022-10-04,106.2,-0.00184,1
2022-10-05,104.9,-0.01233,1
2022-10-06,107.68,0.02619,1
2022-10-07,108.96,0.01184,1
2022-10-10,110.34,0.01259,1
2022-10-11,107.05,-0.03031,1
2022-10-12,105.95,-0.01027,1
2022-10-13,105.89,-0.00059,1
2022-10-14,106.13,0.00229,1
2022-10-17,112.4,0.05736,1
2022-10-18,111.39,-0.009,1
2022-10-19,104.65,-0.06242,1
2022-10-20,104.62,-0.00027,1
2022-10-21,105.72,0.01039,1
2022-10-24,105.66,-0.0005,1
2022-10-25,98.41,-0.07112,1
2022-10-26,98.93,0.00524,1
2022-10-27,100.04,0.01116,1
2022-10-28,96.83,-0.03258,1
2022-10-31,95.07,-0.01833,1
2022-11-01,95.01,-0.00065,2
2022-11-02,93.56,-0.01533,1
2022-11-03,92.48,-0.01166,1
2022-11-04,92.99,0.00546,1
2022-11-07,91.43,-0.01687,1
2022-11-08,87.97,-0.03862,1
2022-11-09,89.75,0.0201,1
2022-11-10,87.37,-0.02686,1
2022-11-11,86.78,-0.00682,1
2022-11-14,85.58,-0.01397,1
2022-11-15,83.06,-0.02991,1
2022-11-16,84.67,0.01929,1
2022-11-17,85.13,0.00537,0
2022-11-18,85.0,-0.00155,0
2022-11-21,85.06,0.00071,0
2022-11-22,85.18,0.00145,0
