Date,Close,Daily_Return
1993-10-22,2194.09,9.1e-05
1993-10-25,2194.41,0.000146
1993-10-26,2218.13,0.010809
1993-10-27,2208.68,-0.00426
1993-10-28,2241.36,0.014796
1993-10-29,2256.98,0.006969
1993-11-01,2237.82,-0.008489
1993-11-02,2252.51,0.006564
1993-11-03,2266.72,0.006309
1993-11-04,2261.71,-0.00221
1993-11-05,2241.85,-0.008781
1993-11-08,2249.78,0.003537
1993-11-09,2233.55,-0.007214
1993-11-10,2218.77,-0.006617
1993-11-11,2241.34,0.010172
1993-11-12,2248.02,0.00298
1993-11-15,2248.02,0.0
1993-11-16,2257.33,0.004141
1993-11-17,2272.96,0.006924
1993-11-18,2268.11,-0.002134
1993-11-19,2254.21,-0.006128
1993-11-22,2245.79,-0.003735
1993-11-23,2238.97,-0.003037
1993-11-24,2238.97,0.0
1993-11-25,2188.01,-0.02276
1993-11-26,2137.56,-0.023057
1993-11-29,2146.0,0.003948
1993-11-30,2112.8,-0.015471
1993-12-01,2129.76,0.008027
1993-12-02,2137.34,0.003559
1993-12-03,2113.62,-0.011098
1993-12-06,2120.23,0.003127
1993-12-07,2158.88,0.018229
1993-12-08,2163.59,0.002182
1993-12-09,2131.8,-0.014693
1993-12-10,2143.93,0.00569
1993-12-13,2131.14,-0.005966
1993-12-14,2143.58,0.005837
1993-12-15,2084.42,-0.027599
1993-12-16,2088.44,0.001929
1993-12-17,2073.21,-0.007293
1993-12-20,2047.29,-0.012502
1993-12-21,2031.8,-0.007566
1993-12-22,1986.42,-0.022335
1993-12-23,1957.08,-0.01477
1993-12-24,2004.93,0.02445
1993-12-27,2032.52,0.013761
1993-12-28,2005.07,-0.013505
1993-12-29,2000.48,-0.002289
1993-12-30,2022.25,0.010882
1993-12-31,2042.45,0.009989
1994-01-03,2020.85,-0.010576
1994-01-04,2040.69,0.009818
1994-01-05,2061.7,0.010296
1994-01-06,2034.64,-0.013125
1994-01-07,2031.33,-0.001627
1994-01-10,2049.1,0.008748
1994-01-11,2047.83,-0.00062
1994-01-12,2069.46,0.010562
1994-01-13,2048.57,-0.010094
1994-01-14,2051.25,0.001308
1994-01-17,2070.71,0.009487
1994-01-18,2103.54,0.015854
1994-01-19,2116.96,0.00638
1994-01-20,2129.86,0.006094
1994-01-21,2120.97,-0.004174
1994-01-24,2126.75,0.002725
1994-01-25,2148.23,0.0101
1994-01-26,2144.21,-0.001871
